nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002326	Al Sapienza	\N	\N	actor,producer,stunts	tt0141842,tt1856010,tt1632701,tt9288030
nm0002327	Brett Lewis	\N	\N	actor,writer,assistant_director	tt0197753,tt0077597
nm0002328	Christopher Prince	\N	\N	actor	tt0074042,tt0082386
nm0002329	Christopher Prince	\N	\N	editorial_department,editor,producer	tt1437346,tt0173760,tt0129117,tt0309905
nm0002330	Larry Portmann	1965	\N	camera_department	tt1318514,tt0831387,tt5315210,tt0770828
nm0002331	Stephen Jones	\N	\N	producer,production_manager	tt7126948,tt0451279,tt1454468,tt0348150
nm0002332	Stephen Lang	1952	\N	actor,producer,writer	tt0499549,tt4160708,tt1630029,tt0091474
nm0002333	Robert Estrin	1942	\N	editor,producer,editorial_department	tt0069762,tt0105265,tt0068334,tt0094894
nm0002334	Douglas C. Hart	\N	2023	camera_department,visual_effects	tt0097770,tt0100404,tt0089853,tt0094898
nm0002335	Brahm Wenger	\N	\N	composer,music_department,producer	tt0113313,tt1544572,tt14038512,tt4885044
nm0002336	Declan Quinn	1957	\N	cinematographer,camera_department,producer	tt8503618,tt9827834,tt10795574,tt0411195
nm0002337	Roger Christian	1944	\N	art_department,director,writer	tt0076759,tt0110689,tt0120915,tt0084658
nm0002338	Jack Clayton	1921	1995	producer,director,assistant_director	tt0055018,tt0062089,tt0071577,tt0297626
nm0002339	Allen Coulter	\N	\N	director,producer,assistant_director	tt1403981,tt0427969,tt0141842,tt0914387
nm0002340	Stuart Gordon	1947	2020	writer,director,producer	tt0089885,tt0091083,tt0106950,tt0758786
nm0002341	Richard T. Whelan	\N	\N	actor	tt0398839,tt0371282,tt0153012,tt0314822
nm0002342	Richard Whelan	\N	\N	assistant_director,producer,miscellaneous	tt0458339,tt2094766,tt0113189,tt1735898
nm0002343	Adrian G. Griffiths	1964	\N	actor,stunts,director	tt0822854,tt3385516,tt0458525,tt0118480
nm0002344	Tom Judson	1960	\N	composer,actor,music_department	tt0470272,tt0100142,tt1156149,tt0113416
nm0002345	Jonathan Southard	1960	\N	director,assistant_director,production_manager	tt13153678,tt0120338,tt6513656,tt3963816
nm0002346	Harry Marker	1899	1990	editor	tt0031774,tt0037536,tt0038975,tt0032021
nm0002347	Kate O'Toole	1960	\N	actress,producer	tt0092843,tt1646922,tt0256276,tt2204867
nm0002348	Ray Preziosi	\N	\N	cinematographer,camera_department	tt7156832,tt0338988,tt0122076,tt0207554
nm0002349	Kevin Inch	1953	\N	producer,director,assistant_director	tt0083470,tt0993840,tt0101199,tt0096583
nm0002350	Jim Meskimen	\N	\N	actor,animation_department,miscellaneous	tt0170016,tt0112384,tt0098800,tt1266020
nm0002351	Juli-Ann Kay	1958	\N	casting_department,casting_director,producer	tt0120903,tt0144120,tt0266452,tt0240890
nm0002352	Raul daSilva	1933	\N	director,writer,camera_department	tt0207703,tt0307686,tt0307463,tt0385613
nm0002353	Thomas Newman	1955	\N	music_department,composer,soundtrack	tt1074638,tt0910970,tt8579674,tt1454029
nm0002354	John Williams	1932	\N	music_department,composer,actor	tt0107290,tt0076759,tt0078346,tt0120915
nm0002355	Charles Van Enger	1890	1980	cinematographer,camera_department,assistant_director	tt0037717,tt0033855,tt0011387,tt0035124
nm0002356	Gregory Avellone	\N	\N	actor,director,producer	tt0119925,tt0103855,tt0114898,tt0093640
nm0002357	JD Roberto	1969	\N	actor,stunts,producer	tt0120746,tt0990407,tt0106004,tt0115289
nm0002358	Laura Behary	1961	\N	editorial_department,miscellaneous	tt0113845,tt0228750,tt0104694,tt0405422
nm0002359	Katy Wallin	\N	\N	casting_director,casting_department,producer	tt0192788,tt0183515,tt5095514,tt2184219
nm0002360	Matthias Maaß	\N	\N	camera_department,cinematographer,director	tt0093191,tt2363241,tt1858812,tt1161645
nm0002361	Lynn Sable	\N	\N	sound_department,music_department	tt6791350,tt0458339,tt9032400,tt0913354
nm0002362	Ken Estes	\N	\N	special_effects	tt0091209,tt0253754,tt0267804,tt0088011
nm0002363	Don Neudecker	1971	\N	visual_effects,producer	tt0105946,tt0225683,tt0121804,tt0120711
nm0002364	Dante Basco	1975	\N	actor,producer,writer	tt0102057,tt0179116,tt0446046,tt2139965
nm0002365	Dionysio Basco	1977	\N	actor,director,producer	tt0285728,tt4065382,tt13322120,tt3120560
nm0002366	Christopher Young	\N	\N	composer,music_department,actor	tt1922777,tt0244244,tt0137494,tt0391198
nm0002367	John Warren	\N	\N	location_management,miscellaneous	tt0116000,tt0112757,tt0110363,tt0090727
nm0002368	Tom Flynn	\N	\N	writer,director	tt5116302,tt4481414,tt0108521,tt0194008
nm0002369	John Williams	1903	1983	actor,archive_footage	tt0046912,tt0047437,tt0048728,tt0051201
nm0002370	J.A.C. Redford	1953	\N	composer,music_department,soundtrack	tt0096560,tt1385826,tt0120647,tt1355644
nm0002371	Karen Arbeeny	\N	\N	producer,director,assistant_director	tt0093692,tt0124800,tt0106258,tt1233611
nm0002372	Paul M. Gordon	\N	\N	editor	tt0182890,tt0119980
nm0002373	Janice Keuhnelian	\N	\N	editorial_department,editor,music_department	tt0116242,tt0088513,tt0120634,tt0104240
nm0002374	Robert de Vico	\N	\N	production_designer,art_department,director	tt0144117,tt0233142,tt0094169,tt0143874
nm0002375	Ron McLeod	\N	\N	producer,production_manager,assistant_director	tt5610554,tt15426714,tt9242528,tt13403046
nm0002376	David Hare	1947	\N	writer,director,producer	tt0274558,tt0976051,tt0090310,tt1797469
nm0002377	Stephen Semel	\N	\N	producer,editor,editorial_department	tt0411008,tt0475784,tt1839578,tt0245844
nm0002378	Catherine Davis	\N	\N	actress	tt0105341
nm0002379	Hans Moser	1880	1964	actor,writer,soundtrack	tt0033049,tt0036333,tt0048684,tt0028878
nm0002380	Giorgio Moroder	1940	\N	music_department,composer,actor	tt0092099,tt0085549,tt0093692,tt0077928
nm0002381	John Bailie	\N	\N	camera_department,cinematographer	tt11866324,tt0419706,tt5057140,tt1686821
nm0002382	Paul Chart	1961	\N	director,writer,producer	tt0118603,tt0200910,tt2295748,tt6131682
nm0002383	Myron Nettinga	1967	\N	sound_department	tt13309742,tt1679335,tt0266697,tt0265086
nm0002384	Samuel Vartek	1969	\N	editor,writer,sound_department	tt1137439,tt0206811,tt7374370,tt5628870
nm0002385	Linda Moran	\N	\N	producer,actress,miscellaneous	tt0808279,tt0407265,tt8110640,tt0242587
nm0002386	Preston Oliver	1952	\N	sound_department,miscellaneous,music_department	tt0129167,tt0257756,tt0286499,tt0100258
nm0002387	Andrew Cohen	1954	\N	editor,producer,assistant_director	tt15432016,tt11640020,tt2402207,tt0448190
nm0002388	Patrick J. Doody	\N	\N	producer,writer,editor	tt1647865,tt6987788,tt0205900,tt0206397
nm0002389	Nigel Plaskitt	1950	\N	actor,miscellaneous,producer	tt0104940,tt0091419,tt0056751,tt11842462
nm0002390	James R. Maceo	\N	\N	location_management,production_manager,miscellaneous	tt0107711,tt0307479,tt0964517,tt0257756
nm0002391	Dwayne Adway	1969	\N	actor,producer,writer	tt0361620,tt28024986,tt0378109,tt15800256
nm0002392	Brad Kersch	\N	\N	producer,director,writer	tt1429060,tt3481732,tt0207113,tt3337918
nm0002393	Tara Howie	1973	\N	miscellaneous,transportation_department,camera_department	tt1375666,tt0242445,tt0250687,tt0359013
nm0002394	Chris H. Ullrich	\N	\N	producer,production_manager,miscellaneous	tt0119282,tt0114148,tt0116583,tt0120855
nm0002395	Craig Binkley	1946	\N	art_department,miscellaneous,actor	tt0102685,tt0445946,tt0061184,tt0092086
nm0002396	Scott Shaw	1958	\N	producer,director,editor	tt0102804,tt0105310,tt0286668,tt0342750
nm0002397	Andrew Z. Davis	\N	\N	producer,production_manager,location_management	tt1637688,tt0120461,tt1053424,tt1240982
nm0002398	Paris Themmen	1959	\N	actor,miscellaneous,assistant_director	tt0067992,tt0491152,tt2198243,tt0110426
nm0002399	Alik Sakharov	1959	\N	director,producer,cinematographer	tt5071412,tt1856010,tt0944947,tt0141842
nm0002400	Suresh Jindal	1942	2022	producer,director,actor	tt0072064,tt0083987,tt0076696,tt0085776
nm0002401	David Max Steinberg	1958	\N	cinematographer,producer,director	tt0108136,tt0122106,tt0096074,tt9459336
nm0002402	Mark D. Allen	\N	\N	visual_effects,producer,director	tt3956230,tt0280665,tt29538091,tt0937403
nm0002403	Todd Baker	\N	\N	actor,producer,miscellaneous	tt5827228,tt0474499,tt0775407,tt8134184
nm0002404	Richard J. Gonzales Jr.	\N	\N	miscellaneous,camera_department,editor	tt0102185,tt0098600,tt0417750,tt0249347
nm0002405	Scott Harris	1957	\N	assistant_director,miscellaneous,producer	tt0114369,tt0106918,tt0112641,tt0096874
nm0002406	Harry Jay Knowles	1971	\N	producer,actor,writer	tt0133751,tt0306846,tt7171224,tt1707821
nm0002407	Jason D. Scott	\N	\N	miscellaneous	tt0119910
nm0002408	Todd R. Baker	\N	\N	producer	tt0109068,tt0119196,tt0112757,tt0111667
nm0002409	Paul Blomdahl	1976	\N	visual_effects,producer,director	tt0392690,tt0386620
nm0002410	Jerome Borenstein	1967	\N	assistant_director,actor,miscellaneous	tt0298814,tt4532826,tt0408306,tt0293564
nm0002411	Mani Kaul	1944	2011	director,writer,actor	tt0070009,tt0207626,tt0066514,tt0066787
nm0002412	Michael Fallavollita	\N	\N	editor,producer,editorial_department	tt3358964,tt0380008,tt0107290,tt0120647
nm0002413	David Jackson	\N	\N	director,writer,producer	tt0088513,tt0086759,tt0115277,tt0349358
nm0002414	Paul Chihara	1938	\N	composer,music_department,soundtrack	tt0072856,tt0165042,tt0368222,tt0149439
nm0002415	Colin Hoult	\N	\N	cinematographer,camera_department	tt8415836,tt13064902,tt8388390,tt5171438
nm0002416	John O'Hagan	1968	\N	cinematographer,director,miscellaneous	tt0120529,tt0207474,tt0102687,tt0109504
nm0002417	Daniel Pyne	\N	\N	writer,producer,director	tt0118150,tt0368008,tt0488120,tt0164184
nm0002418	Colin Brunton	1955	\N	producer,assistant_director,production_manager	tt3526078,tt11921588,tt0248845,tt0123755
nm0002419	Jay Sedrish	\N	\N	production_manager,producer,miscellaneous	tt0338337,tt0115956,tt0234215,tt1904996
nm0002420	Barry Stone	1945	\N	cinematographer,camera_department,producer	tt0107779,tt1573207,tt0114305,tt0081383
nm0002421	Robert McDonaugh	\N	\N	director,producer	tt0207420,tt0207799,tt0207770,tt0207403
nm0002422	Andy Pavord	1962	\N	location_management,production_manager,miscellaneous	tt0120902,tt0248126,tt0429715,tt0119347
nm0002423	Eric van Haren Noman	1943	\N	cinematographer,camera_department	tt0073341,tt0082418,tt0083284,tt0083972
nm0002424	Linda Lowy	\N	\N	casting_director,casting_department,miscellaneous	tt0413573,tt1440129,tt0758745,tt0143145
nm0002425	Stephanie Carroll	\N	\N	production_designer,set_decorator,art_department	tt0265343,tt4341582,tt0113677,tt0489010
nm0002426	Anthony Bennett	\N	\N	producer	tt0118780,tt0155944,tt0113650,tt0107432
nm0002427	Rob Merilees	\N	\N	producer,miscellaneous,assistant_director	tt2443340,tt0433400,tt0337721,tt1054606
nm0002428	Nick Davis	\N	\N	visual_effects,assistant_director,writer	tt0468569,tt1631867,tt0241527,tt0332452
nm0002429	Lloyd A. Silverman	\N	\N	producer,writer,actor	tt0120834,tt0143874,tt0207745,tt2002631
nm0002430	Keith Ogier	\N	\N	camera_department,cinematographer,miscellaneous	tt0405336,tt0300556,tt0278435,tt0171363
nm0002431	Nicholas Tabarrok	\N	\N	producer,writer,actor	tt3917710,tt2172985,tt4470266,tt0814131
nm0002432	John Grant	1960	\N	location_management	tt0114194,tt0268995,tt0115683,tt0107254
nm0002433	Scott Smith	\N	\N	director,producer,miscellaneous	tt4254242,tt1558182,tt1755893,tt0169190
nm0002434	Cam Cronin	1972	\N	actor	tt0309593,tt0385961,tt0118480,tt0244627
nm0002435	Volkan Gücer	1964	\N	composer,director,music_department	tt3516438,tt14584450,tt14540234,tt0106260
nm0002436	Shannon Elizabeth	1973	\N	actress,producer,director	tt0163651,tt0175142,tt6521876,tt0314331
nm0002437	Michael Kevin Walker	\N	\N	actor,writer,producer	tt0117894,tt0195582,tt1156394,tt0410626
nm0002438	Burnie Burns	1973	\N	producer,writer,actor	tt0401747,tt3864024,tt5707408,tt8390938
nm0002439	Guy Camara	1964	\N	producer,actor,writer	tt2338283,tt1059897,tt0119361,tt2328797
nm0002440	Kathy Orloff	1946	\N	miscellaneous,editorial_department	tt0117060,tt0356618,tt0119978,tt0081283
nm0002441	Alan L. Nineberg	1942	2002	sound_department	tt0133152,tt0093894,tt0086960,tt0088763
nm0002442	Fredrik Klasson	\N	\N	director,actor,cinematographer	tt0145830,tt0140295,tt0135042,tt0157584
nm0002443	Franz Hohler	1943	\N	writer,actor,director	tt0136795,tt0206702,tt0107338,tt11329008
nm0002444	Frederick Long	1948	2004	actor,writer,casting_department	tt0080354,tt0089835,tt0098944,tt0284225
nm0002445	Bob Shayne	\N	\N	writer,producer,miscellaneous	tt0093850,tt0081930,tt0085110,tt0108219
nm0002446	Ella Kutschera	\N	\N	assistant_director,miscellaneous	tt0338337,tt0216216,tt0111438,tt0290334
nm0002447	Ian D. Tootle	1954	\N	producer,production_manager,miscellaneous	tt0238793,tt1464668,tt2582590,tt0313056
nm0002448	Stephen McPherson	\N	\N	writer,miscellaneous,assistant_director	tt0094890,tt0078579,tt0115317,tt0085078
nm0002449	Martin Veselich	\N	\N	assistant_director,actor,producer	tt0329539,tt0133752,tt0228953,tt0272652
nm0002450	Wade S. Echer	\N	\N	camera_department,art_department,miscellaneous	tt0426740,tt0207337,tt0207212,tt0183392
nm0002451	Amy R. Baird	\N	\N	producer,miscellaneous	tt0160425,tt0332167,tt0208284,tt0208096
nm0002452	John Rutherford	\N	\N	sound_department,editor	tt0105977,tt0168596,tt0098898,tt0185102
nm0002453	Mary Prange	1947	2020	editorial_department,editor	tt0086734,tt0285331,tt0339789,tt0109761
nm0002454	Larry Lerner	1949	2020	assistant_director,producer,production_manager	tt6294706,tt4074374,tt2172103,tt1504319
nm0002455	Neil P. White	\N	\N	producer,executive	tt0213690,tt0130172,tt0166221,tt0214277
nm0002456	Melissa Lintinger	\N	\N	miscellaneous,producer	tt0243759,tt0273300,tt0112810,tt2345481
nm0002457	David Brady	\N	\N	producer,writer,director	tt0085622,tt1153114,tt0207258,tt2609544
nm0002458	Richard G. Owen	\N	\N	art_department,director,writer	tt0247290,tt0167215,tt0369918,tt0209020
nm0002459	T.C. Christensen	\N	\N	cinematographer,director,producer	tt1909270,tt0214723,tt0136523,tt3877296
nm0002460	Lucia Mendoza	\N	\N	actress	tt0115907,tt0107897
nm0002461	Mike Cheda	\N	\N	producer,writer,script_department	tt0163579,tt0079894,tt0105063,tt0076920
nm0002462	Matt Tundo	\N	\N	camera_department,cinematographer	tt0070438,tt0083739,tt0109370,tt0079894
nm0002463	Guillermo Fernández Groizard	1960	\N	director,producer,visual_effects	tt14011664,tt2732140,tt0791231,tt0231040
nm0002464	Karen F. McCarthy	\N	\N	producer,writer,production_manager	tt0111418,tt0476988,tt0274023,tt0832525
nm0002465	Tyler Tharpe	1968	\N	director,writer,actor	tt0151305,tt0889218,tt3323838,tt0103783
nm0002466	Ryan B. Smith	\N	\N	director,producer	tt0193254
nm0002467	James Bain	1954	2016	casting_director,casting_department	tt0098765,tt0179051,tt1642302,tt0162809
nm0002468	Knox White	1963	\N	sound_department,actor,miscellaneous	tt0119654,tt0096754,tt1815862,tt10872600
nm0002469	Amy Chance	1966	2023	miscellaneous,production_manager,transportation_department	tt0112950,tt0107808,tt0118111,tt1405406
nm0002470	M. David Mullen	1962	\N	cinematographer,camera_department,art_department	tt5788792,tt3908142,tt1131734,tt0162830
nm0002471	Jeanne Slater	\N	\N	editor,editorial_department,production_manager	tt8338494,tt2649680,tt2529866,tt0422134
nm0002472	Scott Shiffman	\N	\N	producer,miscellaneous,director	tt0119675,tt0110308,tt0103893,tt0313043
nm0002473	Ellen Rutter	1959	\N	production_manager,producer,assistant_director	tt4820370,tt0379725,tt2230358,tt0491601
nm0002474	Charley Scalies	\N	\N	actor	tt0114746,tt0165859,tt0306414,tt0112712
nm0002475	Barry Dignam	1971	\N	director,producer,writer	tt0208920,tt0272034,tt0211427,tt0191492
nm0002476	Jeff Campbell	1962	\N	visual_effects,art_department,executive	tt2304933,tt1312171,tt1098327,tt0211443
nm0002477	Todd Toon	1964	\N	sound_department,actor	tt9243946,tt1663202,tt5116302,tt0187078
nm0002478	Ernst Gossner	\N	\N	director,writer,actor	tt0478273,tt2014295,tt4474270,tt0208969
nm0002479	Steven J. Brandman	\N	\N	producer,production_manager,assistant_director	tt0329390,tt0218127,tt0119501,tt0115458
nm0002480	Carmen Cuba	\N	\N	casting_director,casting_department,producer	tt4574334,tt1915581,tt3659388,tt8466564
nm0002481	Jim Greenhorn	\N	\N	sound_department	tt0117631,tt1478964,tt1334260,tt5719748
nm0002482	Irene Kassow	\N	\N	editorial_department,visual_effects	tt0947798,tt0363988,tt0352248,tt0809504
nm0002483	Daniel Fazel	\N	\N	visual_effects	tt0343818,tt7638348,tt1046173,tt0319262
nm0002484	David Glanzer	\N	\N	casting_director,casting_department,actor	tt0372283,tt1047445,tt1470846,tt0099587
nm0002485	William Preston Robertson	\N	\N	actor,miscellaneous,writer	tt0116282,tt0118715,tt0092991,tt0101410
nm0002486	Stephen Barden	1970	\N	sound_department,music_department,producer	tt22041854,tt0180093,tt0414993,tt1921064
nm0002487	Jackson Rose	1886	1956	cinematographer,camera_department	tt0021491,tt0039212,tt0020684,tt0037038
nm0002488	Ellen Freyer	\N	\N	producer,production_manager	tt0099327,tt0111698,tt0128648,tt0094500
nm0002489	Karl Anton	1898	1979	director,writer,producer	tt0033878,tt0036541,tt0038835,tt0165519
nm0002490	Bob Marley	1945	1981	music_artist,music_department,actor	tt0480249,tt0115857,tt0770752,tt0114558
nm0002491	Michael A. Martinez	1980	\N	visual_effects,camera_department,cinematographer	tt0252060,tt0362502,tt8851668,tt9873892
nm0002492	John Bowker	\N	\N	actor,writer,director	tt0375160,tt21209736,tt0220451,tt1199558
nm0002493	Simon Bowles	1971	\N	production_designer,art_director,art_department	tt13433802,tt14458442,tt0435625,tt2404181
nm0002494	Michael Cedar	1956	\N	producer,production_manager,assistant_director	tt0128445,tt1591493,tt0892535,tt0119891
nm0002495	Paul Eppleston	\N	\N	producer,editorial_department,art_department	tt0255189,tt0446809,tt5769154,tt0131327
nm0002496	Christoph Kanter	\N	\N	production_designer,art_department	tt1149362,tt0387898,tt0093428,tt0119167
nm0002497	Jeffrey Kushon	1963	\N	set_decorator,art_department,art_director	tt0116830,tt6806448,tt0419946,tt0242423
nm0002498	Matthew L. Weiss	\N	\N	editor,actor,cinematographer	tt9601220,tt4840804,tt11394186,tt0428649
nm0002499	John Lvoff	1954	\N	assistant_director,director,writer	tt0098245,tt0384389,tt0106618,tt0250427
nm0002500	Tom McArdle	\N	\N	editor,actor,editorial_department	tt1895587,tt5301662,tt1606392,tt6820324
nm0002501	Dan Schlaack	\N	\N	miscellaneous,production_manager	tt0151582,tt0195944,tt0250274,tt0175593
nm0002502	Yvann Thibaudeau	1973	\N	editor,actor,editorial_department	tt1656177,tt1486834,tt1048147,tt8264546
nm0002503	Harry Carey	1878	1947	actor,writer,producer	tt0031679,tt0040724,tt0022495,tt0032247
nm0002504	Herbert Beerbohm Tree	1852	1917	actor,director,writer	tt0000247,tt0001658,tt1986989,tt0004728
nm0002505	Michael Horowitz	\N	\N	producer,writer,director	tt0245503,tt0810788,tt0455275,tt4396630
nm0002506	Jessica Landaw	\N	\N	director,editor,editorial_department	tt1554369,tt0189168,tt0113820,tt0117429
nm0002507	Timothy Bird	\N	\N	assistant_director,producer,location_management	tt1219289,tt10962368,tt9071322,tt1600196
nm0002508	John Hays	\N	\N	sound_department,editor,director	tt1276104,tt1214962,tt0356910,tt0331811
nm0002509	Ramesh Iyer	\N	\N	director,writer,miscellaneous	tt0203325,tt0203957,tt0153098,tt0120118
nm0002510	David Avallone	1965	\N	writer,director,actor	tt2364947,tt2112164,tt4513850,tt3163414
nm0002511	Scott Schneid	\N	\N	writer,producer,director	tt0088117,tt0098089,tt0961721,tt0101188
nm0002512	Deborah Peart	\N	\N	editor,production_manager,editorial_department	tt3914672,tt7298596,tt9318588,tt11895154
nm0002513	Stephen Kearney	\N	\N	sound_department,editorial_department	tt0162222,tt0088247,tt0137363,tt0114508
nm0002514	Michael Marino	\N	\N	make_up_department,actor,miscellaneous	tt1877830,tt0947798,tt8695030,tt6802400
nm0002515	Sabine El Gemayel	\N	\N	editor,writer,director	tt6264018,tt1291643,tt22093574,tt0117497
nm0002516	Jill H. Greenlief	1968	\N	miscellaneous,production_manager	tt0109686,tt1740299,tt7053188,tt0117433
nm0002517	Lee Purcell	\N	\N	actress,producer,director	tt5321174,tt3500724,tt0086525,tt0077235
nm0002518	Ryan Koch	1981	\N	actor,writer,producer	tt10551078,tt0209779,tt1482403,tt0113100
nm0002519	Kate Eales	1975	\N	editorial_department,sound_department,editor	tt1458175,tt0368008,tt0286106,tt0227445
nm0002520	Jeff Mazzola	\N	\N	art_department,director,actor	tt0139388,tt14795768,tt27629407,tt0887966
nm0002521	Markus Ziegler	1963	\N	camera_department,cinematographer	tt0257256,tt0806910,tt0379713,tt0099511
nm0002522	Jonathan Buss	1972	\N	producer,director,camera_department	tt3895884,tt0480244,tt3268200,tt13653972
nm0002523	Nathalie Gonthier	\N	\N	visual_effects,special_effects,animation_department	tt0480249,tt1877832,tt1631867,tt1677720
nm0002524	Kurt Kaya	\N	\N	producer,cinematographer,art_department	tt0116126,tt0102676,tt0141529,tt0109234
nm0002525	Kevin Marcy	\N	\N	miscellaneous,producer,actor	tt0106598,tt0095705,tt0306047,tt0102558
nm0002526	Robert Zappia	\N	\N	writer,director,producer	tt9271672,tt0120694,tt1116184,tt0101120
nm0002527	Dane Peterson	\N	\N	camera_department,cinematographer	tt0114660,tt0119891,tt5034266,tt1078927
nm0002528	Thomas A. Ohanian	1960	\N	editor,editorial_department,production_manager	tt0118869,tt0117421,tt0135815,tt0110797
nm0002529	Brian A. Kates	1972	\N	editor,editorial_department,miscellaneous	tt1764234,tt1216491,tt1311071,tt0361127
nm0002530	Kelly Wagner	1972	\N	casting_director,producer,actress	tt0343818,tt0411951,tt1187064,tt1646980
nm0002531	Pascal Maeder	1965	\N	producer,director,writer	tt0210183,tt0200483,tt0481398,tt0344337
nm0002532	Nick O'Hagan	\N	\N	producer,miscellaneous,production_manager	tt14022350,tt2235759,tt5563334,tt0462335
nm0002533	Judy Dennis	\N	\N	casting_department,casting_director,director	tt0084707,tt0090350,tt0210220,tt0118421
nm0002534	Alex Erkiletian	1974	\N	producer,director,writer	tt0210223,tt0163894,tt0140067,tt0367854
nm0002535	Jasper Randall	1974	\N	music_department,composer,actor	tt2294629,tt3783958,tt0499549,tt3470600
nm0002536	Emmy Rossum	1986	\N	actress,producer,composer	tt0293508,tt0319262,tt1586680,tt0327056
nm0002537	Miles Davis	1926	1991	music_artist,music_department,composer	tt6306064,tt0107206,tt0051378,tt0105435
nm0002538	David Mercy	\N	\N	actor,director,writer	tt0110970
nm0002539	Roderic Kavanagh	\N	\N	miscellaneous,script_department	tt0262985,tt0775374,tt0105982,tt0212671
nm0002540	John Jabaley	1969	\N	actor,location_management,production_manager	tt0758758,tt3315342,tt1235522,tt0360009
nm0002541	Terry Morse Jr.	1931	\N	assistant_director,producer,production_manager	tt0108308,tt0114746,tt0061811,tt0103060
nm0002542	Terry O. Morse	1906	1984	editor,director,editorial_department	tt0037711,tt0197521,tt0044167,tt0032113
nm0002543	Gershon Ginsburg	\N	\N	production_designer,art_director,art_department	tt0096754,tt0257076,tt0134273,tt0898367
nm0002544	Michael Armstrong	1953	\N	director,writer,script_department	tt0206580,tt0213263,tt0213255,tt0212740
nm0002545	Preston Sturges	1898	1959	writer,director,producer	tt0034240,tt0032554,tt0036891,tt0037077
nm0002546	Mena Suvari	1979	\N	actress,producer,soundtrack	tt0169547,tt0163651,tt0217630,tt0398375
nm0002547	Mark Bedrosian	\N	\N	camera_department,cinematographer,director	tt3738134,tt6958814,tt1513199,tt1545520
nm0002548	Ruby Yang	\N	\N	editor,producer,director	tt3804012,tt0859595,tt5514242,tt1744887
nm0002549	Marcelo Itzkoff	\N	\N	producer	tt0210809,tt0211311,tt0108291,tt0211353
nm0002550	Laura Julian	\N	\N	producer,production_manager,miscellaneous	tt1734493,tt0089370,tt0127536,tt0837106
nm0002551	Bill Davis	1951	\N	art_department,miscellaneous,special_effects	tt0387564,tt0333766,tt0362120,tt0109402
nm0002552	Trip Brock	\N	\N	sound_department,music_department,executive	tt3758814,tt5254868,tt0120784,tt0206314
nm0002553	Alexis Magagni-Seely	\N	\N	producer,miscellaneous,production_manager	tt0179116,tt0160434,tt0109765,tt0338543
nm0002554	Claudette Nevins	1937	2020	actress,soundtrack	tt0102945,tt0120844,tt0112022,tt0090213
nm0002555	Konstantin Seitz	\N	\N	producer,miscellaneous,actor	tt5916734,tt21375036,tt0806910,tt2085752
nm0002556	Billy Maddox	\N	\N	actor	tt0272036,tt0303017,tt0119996,tt0112173
nm0002557	Vanja Cernjul	\N	\N	cinematographer,camera_department,assistant_director	tt11198330,tt3104988,tt4998350,tt2189461
nm0002558	Ken Brooker	1973	\N	location_management,production_manager,miscellaneous	tt2188671,tt5097410,tt11952606,tt0401855
nm0002559	Peter De Kock	1967	\N	camera_department,cinematographer,director	tt0210725,tt0102254,tt0177908,tt0101125
nm0002560	Adam Nordén	1971	\N	composer,music_department,actor	tt2429292,tt0448267,tt0907683,tt5603140
nm0002561	Richard Candib	\N	\N	editor,editorial_department,sound_department	tt0367279,tt1850458,tt14852960,tt0078788
nm0002562	Maciek Wszelaki	\N	\N	director,cinematographer,editorial_department	tt0210878,tt0151384,tt0289470,tt0353985
nm0002563	Robert L. Sephton	\N	\N	sound_department	tt0213149,tt0210945,tt0120591,tt0371606
nm0002564	Marc Stekelenburg	\N	\N	producer,production_manager	tt0210884,tt0193151,tt0127023,tt4861072
nm0002565	Laine Megaw	\N	\N	actress	tt0986233,tt0122738,tt0127516,tt0388154
nm0002566	Caleb Womble	\N	\N	producer,miscellaneous,production_manager	tt1520211,tt1285309,tt1748227,tt0120238
nm0002567	Patricia Kruijer	\N	\N	producer,art_department	tt0208911,tt0331525,tt0151396,tt0138541
nm0002568	Robert De Grasse	1900	1971	cinematographer,camera_department,miscellaneous	tt0030944,tt0045410,tt0035308,tt0028481
nm0002569	Carl Koch	1892	1963	writer,miscellaneous,cinematographer	tt0031885,tt0028950,tt0033177,tt0127284
nm0002570	Melissa Reneé Martin	1979	\N	actress	tt0100419,tt0412253,tt0098790,tt0265787
nm0002571	Melissa Martin	1955	2008	actress,casting_director	tt0094963,tt0104070,tt0106644,tt0112867
nm0002572	Christopher Alender	1977	\N	director,producer,miscellaneous	tt12829958,tt10857210,tt2072092,tt4267492
nm0002573	Bill Corcoran	\N	\N	director,assistant_director,producer	tt0138959,tt0115763,tt7349950,tt0160277
nm0002574	Gerard DiNardi	\N	\N	assistant_director,producer,production_manager	tt5052448,tt2184339,tt1922777,tt0130623
nm0002575	Sergio Ercolessi	\N	\N	assistant_director,actor,producer	tt5056196,tt7599942,tt1697064,tt0335345
nm0002576	Walter Fasano	1970	\N	editor,director,assistant_director	tt5726616,tt1034415,tt2056771,tt10686204
nm0002577	Dave Halls	\N	\N	assistant_director,actor,director	tt0234215,tt5657856,tt0116282,tt0281322
nm0002578	Thomas J. Mack	\N	2021	assistant_director,producer,camera_department	tt0149261,tt0120749,tt0106977,tt0107497
